id;change_date;bulletin_year;bulletin_nr;is_latest;oppt_nr;customer_id;oppt_name;oppt_address_1;oppt_address_2;oppt_address_3;oppt_address_4;oppt_address_5;oppt_country;date_opp_filed;oppt_status;oppt_status_date;agent_name;agent_address_1;agent_address_2;agent_address_3;agent_address_4;agent_address_5;agent_country
116047;2007-05-18;2007;25;"N";1;"0100726605";"Openshaw, Paul Malcolm";"";"";"";"";"";"GB";2005-06-22;"ADMISSIBLE";2005-07-22;"Henderson, Wendy Agnes, et al";"";"";"";"";"";"GB"
116047;2009-10-23;0;0;"Y";1;"0100726605";"Openshaw, Paul Malcolm";"";"";"";"";"";"GB";2005-06-22;"ADMISSIBLE";2005-07-22;"Crosby, Wendy Agnes, et al";"";"";"";"";"";"GB"
116047;2009-10-23;2009;48;"N";1;"0100726605";"Openshaw, Paul Malcolm";"";"";"";"";"";"GB";2005-06-22;"ADMISSIBLE";2005-07-22;"Crosby, Wendy Agnes, et al";"";"";"";"";"";"GB"
125115;2005-04-01;2005;20;"N";1;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2005-03-22;"ADMISSIBLE";2005-03-31;"Schmidt, Jens Joergen, et al";"";"";"";"";"";"DK"
125115;2009-05-01;0;0;"Y";1;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2005-03-22;"ADMISSIBLE";2005-03-31;"Frederiksen, Jakob Pade";"";"";"";"";"";"DK"
125115;2009-05-01;2009;23;"N";1;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2005-03-22;"ADMISSIBLE";2005-03-31;"Frederiksen, Jakob Pade";"";"";"";"";"";"DK"
204098;2013-12-13;2014;3;"N";1;"0101080086";"Overdick GmbH & co. KG";"";"";"";"";"";"DE";2013-12-05;"";9999-12-31;"Hauck Patent- und Rechtsanwälte";"";"";"";"";"";"DE"
204098;2015-07-10;2015;33;"Y";1;"0101080086";"Overdick GmbH & co. KG";"";"";"";"";"";"DE";2013-12-05;"ADMISSIBLE";2014-01-07;"Groth, Wieland";"";"";"";"";"";"DE"
305969;2007-01-26;2007;9;"N";1;"1700136200";"Siemens AG CT IP SV";"";"";"";"";"";"DE";2007-01-19;"ADMISSIBLE";2007-01-24;"";"";"";"";"";"";""
305969;2008-06-27;2008;31;"N";1;"0100704953";"SIEMENS AKTIENGESELLSCHAFT";"";"";"";"";"";"DE";2007-01-19;"ADMISSIBLE";2007-01-24;"";"";"";"";"";"";""
305969;2008-08-29;2008;40;"N";1;"0101004271";"VDO Automotive AG";"";"";"";"";"";"DE";2007-01-19;"ADMISSIBLE";2007-01-24;"";"";"";"";"";"";""
305969;2011-12-02;2012;1;"N";1;"0101108586";"SIEMENS AKTIENGESELLSCHAFT";"";"";"";"";"";"DE";2007-01-19;"ADMISSIBLE";2007-01-24;"";"";"";"";"";"";""
305969;2013-02-08;0;0;"Y";1;"0101362545";"Siemens Aktiengesellschaft";"";"";"";"";"";"DE";2007-01-19;"ADMISSIBLE";2007-01-24;"";"";"";"";"";"";""
306911;2005-05-13;2005;26;"N";1;"0100703625";"Miele & Cie. GmbH & Co. Schutzrechte/Verträge";"";"";"";"";"";"DE";2005-05-04;"ADMISSIBLE";2005-05-20;"";"";"";"";"";"";""
306911;2005-09-02;0;0;"Y";1;"0100703627";"Miele & Cie. KG Schutzrechte/Verträge";"";"";"";"";"";"DE";2005-05-04;"ADMISSIBLE";2005-05-20;"";"";"";"";"";"";""
306911;2005-09-02;2005;42;"N";1;"0100703627";"Miele & Cie. KG Schutzrechte/Verträge";"";"";"";"";"";"DE";2005-05-04;"ADMISSIBLE";2005-05-20;"";"";"";"";"";"";""
310766;2006-11-10;2006;50;"N";1;"1700162130";"Siemens Aktiengesellschaft Abt. CT IP PG";"";"";"";"";"";"DE";2006-11-02;"";9999-12-31;"";"";"";"";"";"";""
310766;2008-06-27;2008;31;"N";1;"0100704953";"SIEMENS AKTIENGESELLSCHAFT";"";"";"";"";"";"DE";2006-11-02;"";9999-12-31;"";"";"";"";"";"";""
310766;2013-02-08;0;0;"Y";1;"0101362545";"Siemens Aktiengesellschaft";"";"";"";"";"";"DE";2006-11-02;"";9999-12-31;"";"";"";"";"";"";""
440305;2006-10-13;2006;46;"Y";1;"0100701086";"Deutsche Bahn AG Patentabteilung";"";"";"";"";"";"DE";2006-10-11;"";9999-12-31;"";"";"";"";"";"";""
910815;2004-03-12;2004;18;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-02;"ADMISSIBLE";2004-03-11;"Patentanwälte Hauck, Graalfs, Wehnert, Döring, Siemons, Schildberg, et al";"";"";"";"";"";"DE"
910815;2004-03-19;2004;19;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-02;"ADMISSIBLE";2004-03-11;"Patentanwälte Hauck, Graalfs, Wehnert, Döring, Siemons, Schildberg, et al";"";"";"";"";"";"DE"
910815;2004-03-19;2004;19;"N";2;"0100705911";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-03-10;"";9999-12-31;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
910815;2004-03-19;2004;19;"N";3;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-11;"";9999-12-31;"Zimmermann, Gerd Heinrich, et al";"";"";"";"";"";"DE"
910815;2004-03-19;2004;19;"N";4;"0100703651";"Mita-Teknik a/s";"";"";"";"";"";"DK";2004-03-11;"";9999-12-31;"Jungen, Rolf, et al";"";"";"";"";"";"DE"
910815;2008-06-20;2008;30;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-02;"ADMISSIBLE";2004-03-11;"Patentanwälte Hauck, Graalfs, Wehnert, Döring, Siemons, Schildberg, et al";"";"";"";"";"";"DE"
910815;2008-06-20;2008;30;"N";2;"0100705911";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-03-10;"ADMISSIBLE";2004-06-09;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
910815;2008-06-20;2008;30;"N";3;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-11;"ADMISSIBLE";2004-03-22;"Zimmermann, Gerd Heinrich, et al";"";"";"";"";"";"DE"
910815;2008-06-20;2008;30;"N";4;"0100703651";"Mita-Teknik a/s";"";"";"";"";"";"DK";2004-03-11;"ADMISSIBLE";2004-03-22;"Jungen, Rolf, et al";"";"";"";"";"";"DE"
910815;2008-08-08;2008;37;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-02;"ADMISSIBLE";2004-03-11;"Hauck Patent- und Rechtsanwälte, et al";"";"";"";"";"";"DE"
910815;2008-08-08;2008;37;"N";2;"0100705911";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-03-10;"ADMISSIBLE";2004-06-09;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
910815;2008-08-08;2008;37;"N";3;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-11;"ADMISSIBLE";2004-03-22;"Zimmermann, Gerd Heinrich, et al";"";"";"";"";"";"DE"
910815;2008-08-08;2008;37;"N";4;"0100703651";"Mita-Teknik a/s";"";"";"";"";"";"DK";2004-03-11;"ADMISSIBLE";2004-03-22;"Jungen, Rolf, et al";"";"";"";"";"";"DE"
910815;2008-12-19;2009;4;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-02;"ADMISSIBLE";2004-03-11;"Hauck Patent- und Rechtsanwälte, et al";"";"";"";"";"";"DE"
910815;2008-12-19;2009;4;"N";2;"0100705911";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-03-10;"WITHDRAWN";2008-12-15;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
910815;2008-12-19;2009;4;"N";3;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-11;"ADMISSIBLE";2004-03-22;"Zimmermann, Gerd Heinrich, et al";"";"";"";"";"";"DE"
910815;2008-12-19;2009;4;"N";4;"0100703651";"Mita-Teknik a/s";"";"";"";"";"";"DK";2004-03-11;"ADMISSIBLE";2004-03-22;"Jungen, Rolf, et al";"";"";"";"";"";"DE"
910815;2015-04-17;2015;21;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-02;"ADMISSIBLE";2004-03-11;"Hauck Patentanwaltspartnerschaft mbB, et al";"";"";"";"";"";"DE"
910815;2015-04-17;2015;21;"N";2;"0100705911";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-03-10;"WITHDRAWN";2008-12-15;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
910815;2015-04-17;2015;21;"N";3;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-11;"ADMISSIBLE";2004-03-22;"Zimmermann & Partner Patentanwälte mbB, et al";"";"";"";"";"";"DE"
910815;2015-04-17;2015;21;"N";4;"0100703651";"Mita-Teknik a/s";"";"";"";"";"";"DK";2004-03-11;"ADMISSIBLE";2004-03-22;"Jungen, Rolf, et al";"";"";"";"";"";"DE"
910815;2016-04-29;2016;22;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-02;"WITHDRAWN";2016-04-27;"Hauck Patentanwaltspartnerschaft mbB, et al";"";"";"";"";"";"DE"
910815;2016-04-29;2016;22;"N";2;"0100705911";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-03-10;"WITHDRAWN";2008-12-15;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
910815;2016-04-29;2016;22;"N";3;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-11;"ADMISSIBLE";2004-03-22;"Zimmermann & Partner Patentanwälte mbB, et al";"";"";"";"";"";"DE"
910815;2016-04-29;2016;22;"N";4;"0100703651";"Mita-Teknik a/s";"";"";"";"";"";"DK";2004-03-11;"ADMISSIBLE";2004-03-22;"Jungen, Rolf, et al";"";"";"";"";"";"DE"
910815;2016-06-24;2016;30;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-02;"WITHDRAWN";2016-04-27;"Hauck Patentanwaltspartnerschaft mbB, et al";"";"";"";"";"";"DE"
910815;2016-06-24;2016;30;"N";2;"0100705911";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-03-10;"WITHDRAWN";2008-12-15;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
910815;2016-06-24;2016;30;"N";3;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-11;"WITHDRAWN";2016-06-15;"Zimmermann & Partner Patentanwälte mbB, et al";"";"";"";"";"";"DE"
910815;2016-06-24;2016;30;"N";4;"0100703651";"Mita-Teknik a/s";"";"";"";"";"";"DK";2004-03-11;"ADMISSIBLE";2004-03-22;"Jungen, Rolf, et al";"";"";"";"";"";"DE"
910815;2017-01-20;2017;8;"Y";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-02;"WITHDRAWN";2016-04-27;"Hauck Patentanwaltspartnerschaft mbB, et al";"";"";"";"";"";"DE"
910815;2017-01-20;2017;8;"Y";2;"0100705911";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-03-10;"WITHDRAWN";2008-12-15;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
910815;2017-01-20;2017;8;"Y";3;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-11;"WITHDRAWN";2016-06-15;"Zimmermann & Partner Patentanwälte mbB, et al";"";"";"";"";"";"DE"
910815;2017-01-20;2017;8;"Y";4;"0100703651";"Mita-Teknik a/s";"";"";"";"";"";"DK";2004-03-11;"ADMISSIBLE";2004-03-22;"Lippert Stachow Patentanwälte Rechtsanwälte, et al";"";"";"";"";"";"DE"
922390;2003-10-31;2003;51;"N";1;"0100703110";"L AIR LIQUIDE SOCIETE ANONYME POUR L ETUDE ET L EXPLOITATION DES PROCEDESGEORGES CLAUDE";"";"";"";"";"";"FR";2003-10-24;"";9999-12-31;"Le Moenner, Gabriel";"";"";"";"";"";"FR"
922390;2013-12-06;0;0;"Y";1;"0100703110";"L AIR LIQUIDE SOCIETE ANONYME POUR L ETUDE ET L EXPLOITATION DES PROCEDES GEORGES CLAUDE";"";"";"";"";"";"FR";2003-10-24;"ADMISSIBLE";2003-11-03;"De Cuenca, Emmanuel Jaime";"";"";"";"";"";"FR"
922390;2013-12-06;2014;2;"N";1;"0100703110";"L AIR LIQUIDE SOCIETE ANONYME POUR L ETUDE ET L EXPLOITATION DES PROCEDES GEORGES CLAUDE";"";"";"";"";"";"FR";2003-10-24;"ADMISSIBLE";2003-11-03;"De Cuenca, Emmanuel Jaime";"";"";"";"";"";"FR"
922513;2005-08-12;2005;39;"N";1;"1700176450";"Gamesa Eolica, S.A. (Sociedad Unipersonal)";"";"";"";"";"";"ES";2005-08-08;"";9999-12-31;"Elzaburu Marquez, Alberto, et al";"";"";"";"";"";"ES"
922513;2005-08-19;2005;40;"N";1;"1700176450";"Gamesa Eolica, S.A. (Sociedad Unipersonal)";"";"";"";"";"";"ES";2005-08-08;"ADMISSIBLE";2005-08-17;"Elzaburu Marquez, Alberto, et al";"";"";"";"";"";"ES"
922513;2005-08-19;2005;40;"N";2;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2005-08-08;"ADMISSIBLE";2005-08-18;"Emmel, Thomas";"";"";"";"";"";"DE"
922513;2005-08-19;2005;40;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2005-08-10;"";9999-12-31;"Schmidt, Jens Joergen, et al";"";"";"";"";"";"DK"
922513;2007-08-17;2007;38;"N";1;"1700176450";"Gamesa Eolica, S.A. (Sociedad Unipersonal)";"";"";"";"";"";"ES";2005-08-08;"ADMISSIBLE";2005-08-17;"Carpintero Lopez, Francisco, et al";"";"";"";"";"";"ES"
922513;2007-08-17;2007;38;"N";2;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2005-08-08;"ADMISSIBLE";2005-08-18;"Emmel, Thomas";"";"";"";"";"";"DE"
922513;2007-08-17;2007;38;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2005-08-10;"ADMISSIBLE";2005-08-23;"Schmidt, Jens Joergen, et al";"";"";"";"";"";"DK"
922513;2008-03-07;2008;15;"N";1;"0101004408";"Gamesa Eólica S.L.";"";"";"";"";"";"ES";2005-08-08;"ADMISSIBLE";2005-08-17;"Carpintero Lopez, Francisco, et al";"";"";"";"";"";"ES"
922513;2008-03-07;2008;15;"N";2;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2005-08-08;"ADMISSIBLE";2005-08-18;"Emmel, Thomas";"";"";"";"";"";"DE"
922513;2008-03-07;2008;15;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2005-08-10;"ADMISSIBLE";2005-08-23;"Schmidt, Jens Joergen, et al";"";"";"";"";"";"DK"
922513;2008-12-19;2009;4;"N";1;"0101004408";"Gamesa Eólica S.L.";"";"";"";"";"";"ES";2005-08-08;"ADMISSIBLE";2005-08-17;"Carpintero Lopez, Francisco, et al";"";"";"";"";"";"ES"
922513;2008-12-19;2009;4;"N";2;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2005-08-08;"ADMISSIBLE";2005-08-18;"Emmel, Thomas";"";"";"";"";"";"DE"
922513;2008-12-19;2009;4;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2005-08-10;"WITHDRAWN";2008-12-15;"Schmidt, Jens Joergen, et al";"";"";"";"";"";"DK"
922513;2012-08-24;2012;39;"N";1;"0101004408";"Gamesa Eólica S.L.";"";"";"";"";"";"ES";2005-08-08;"ADMISSIBLE";2005-08-17;"Stiebe, Lars Magnus, et al";"";"";"";"";"";"ES"
922513;2012-08-24;2012;39;"N";2;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2005-08-08;"ADMISSIBLE";2005-08-18;"Emmel, Thomas";"";"";"";"";"";"DE"
922513;2012-08-24;2012;39;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2005-08-10;"WITHDRAWN";2008-12-15;"Schmidt, Jens Joergen, et al";"";"";"";"";"";"DK"
922513;2014-04-18;2014;21;"N";1;"0101004408";"Gamesa Eólica S.L.";"";"";"";"";"";"ES";2005-08-08;"ADMISSIBLE";2005-08-17;"Stiebe, Lars Magnus, et al";"";"";"";"";"";"ES"
922513;2014-04-18;2014;21;"N";2;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2005-08-08;"ADMISSIBLE";2005-08-18;"Emmel, Thomas";"";"";"";"";"";"DE"
922513;2014-04-18;2014;21;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2005-08-10;"WITHDRAWN";2008-12-15;"Schmidt, Jens Joergen, et al";"";"";"";"";"";"DK"
922513;2015-01-15;0;0;"Y";1;"0101004408";"Gamesa Eólica S.L.";"";"";"";"";"";"ES";2005-08-08;"ADMISSIBLE";2005-08-17;"Stiebe, Lars Magnus, et al";"";"";"";"";"";"ES"
922513;2015-01-15;0;0;"Y";2;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2005-08-08;"ADMISSIBLE";2005-08-18;"Emmel, Thomas";"";"";"";"";"";"DE"
922513;2015-01-15;0;0;"Y";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2005-08-10;"WITHDRAWN";2008-12-15;"Schmidt, Jens Joergen, et al";"";"";"";"";"";"DK"
925250;2004-03-12;2004;18;"N";1;"0100699536";"aerodyn Engineering GmbH";"";"";"";"";"";"DE";2004-03-04;"";9999-12-31;"Tönnies, Jan G.";"";"";"";"";"";"DE"
925250;2014-07-29;0;0;"Y";1;"0100699536";"aerodyn Engineering GmbH";"";"";"";"";"";"DE";2004-03-04;"ADMISSIBLE";2004-04-05;"Tönnies, Jan G.";"";"";"";"";"";"DE"
954452;2004-03-19;2004;19;"N";1;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-15;"";9999-12-31;"Zimmermann, Gerd Heinrich, et al";"";"";"";"";"";"DE"
954452;2004-03-26;2004;20;"N";1;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-15;"";9999-12-31;"Zimmermann, Gerd Heinrich, et al";"";"";"";"";"";"DE"
954452;2004-03-26;2004;20;"N";2;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-18;"";9999-12-31;"Patentanwälte Hauck, Graalfs, Wehnert, Döring, Siemons, Schildberg, et al";"";"";"";"";"";"DE"
954452;2004-04-02;2004;21;"N";1;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-15;"";9999-12-31;"Zimmermann, Gerd Heinrich, et al";"";"";"";"";"";"DE"
954452;2004-04-02;2004;21;"N";2;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-18;"";9999-12-31;"Patentanwälte Hauck, Graalfs, Wehnert, Döring, Siemons, Schildberg, et al";"";"";"";"";"";"DE"
954452;2004-04-02;2004;21;"N";3;"0100700873";"CRE ENERGY SCOTTISH POWER";"";"";"";"";"";"GB";2004-03-17;"";9999-12-31;"";"";"";"";"";"";""
954452;2004-04-02;2004;21;"N";4;"0100705911";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-03-17;"ADMISSIBLE";2004-04-02;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
954452;2004-04-02;2004;21;"N";5;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-03-18;"";9999-12-31;"Nielsen, Leif L., et al";"";"";"";"";"";"DK"
954452;2004-12-03;2005;3;"N";1;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-15;"ADMISSIBLE";2004-07-13;"Zimmermann, Gerd Heinrich, et al";"";"";"";"";"";"DE"
954452;2004-12-03;2005;3;"N";2;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-18;"ADMISSIBLE";2004-07-13;"Patentanwälte Hauck, Graalfs, Wehnert, Döring, Siemons, Schildberg, et al";"";"";"";"";"";"DE"
954452;2004-12-03;2005;3;"N";3;"0100700873";"CRE ENERGY SCOTTISH POWER";"";"";"";"";"";"GB";2004-03-17;"DEEMED NOT TO HAVE BEEN FILED";2004-11-29;"";"";"";"";"";"";""
954452;2004-12-03;2005;3;"N";4;"0100705911";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-03-17;"ADMISSIBLE";2004-04-02;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
954452;2004-12-03;2005;3;"N";5;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-03-18;"ADMISSIBLE";2004-07-13;"Nielsen, Leif L., et al";"";"";"";"";"";"DK"
954452;2005-11-11;2005;52;"N";1;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-15;"ADMISSIBLE";2004-07-13;"Zimmermann, Gerd Heinrich, et al";"";"";"";"";"";"DE"
954452;2005-11-11;2005;52;"N";2;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-18;"ADMISSIBLE";2004-07-13;"Patentanwälte Hauck, Graalfs, Wehnert, Döring, Siemons, Schildberg, et al";"";"";"";"";"";"DE"
954452;2005-11-11;2005;52;"N";3;"0100700873";"CRE ENERGY SCOTTISH POWER";"";"";"";"";"";"GB";2004-03-17;"WITHDRAWN";2004-11-29;"";"";"";"";"";"";""
954452;2005-11-11;2005;52;"N";4;"0100705911";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-03-17;"ADMISSIBLE";2004-04-02;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
954452;2005-11-11;2005;52;"N";5;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-03-18;"ADMISSIBLE";2004-07-13;"Nielsen, Leif L., et al";"";"";"";"";"";"DK"
954452;2008-06-20;2008;30;"N";1;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-15;"ADMISSIBLE";2004-07-13;"Zimmermann, Gerd Heinrich, et al";"";"";"";"";"";"DE"
954452;2008-06-20;2008;30;"N";2;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-18;"ADMISSIBLE";2004-07-13;"Patentanwälte Hauck, Graalfs, Wehnert, Döring, Siemons, Schildberg, et al";"";"";"";"";"";"DE"
954452;2008-06-20;2008;30;"N";3;"0100700873";"CRE ENERGY SCOTTISH POWER";"";"";"";"";"";"GB";2004-03-17;"WITHDRAWN";2004-11-29;"";"";"";"";"";"";""
954452;2008-06-20;2008;30;"N";4;"0100705911";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-03-17;"ADMISSIBLE";2004-04-02;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
954452;2008-06-20;2008;30;"N";5;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-03-18;"ADMISSIBLE";2004-07-13;"Nielsen, Leif L., et al";"";"";"";"";"";"DK"
954452;2008-08-08;2008;37;"N";1;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-15;"ADMISSIBLE";2004-07-13;"Zimmermann, Gerd Heinrich, et al";"";"";"";"";"";"DE"
954452;2008-08-08;2008;37;"N";2;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-18;"ADMISSIBLE";2004-07-13;"Hauck Patent- und Rechtsanwälte, et al";"";"";"";"";"";"DE"
954452;2008-08-08;2008;37;"N";3;"0100700873";"CRE ENERGY SCOTTISH POWER";"";"";"";"";"";"GB";2004-03-17;"WITHDRAWN";2004-11-29;"";"";"";"";"";"";""
954452;2008-08-08;2008;37;"N";4;"0100705911";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-03-17;"ADMISSIBLE";2004-04-02;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
954452;2008-08-08;2008;37;"N";5;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-03-18;"ADMISSIBLE";2004-07-13;"Nielsen, Leif L., et al";"";"";"";"";"";"DK"
954452;2008-12-19;2009;4;"N";1;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2004-03-15;"ADMISSIBLE";2004-07-13;"Zimmermann, Gerd Heinrich, et al";"";"";"";"";"";"DE"
954452;2008-12-19;2009;4;"N";2;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-03-18;"ADMISSIBLE";2004-07-13;"Hauck Patent- und Rechtsanwälte, et al";"";"";"";"";"";"DE"
954452;2008-12-19;2009;4;"N";3;"0100700873";"CRE ENERGY SCOTTISH POWER";"";"";"";"";"";"GB";2004-03-17;"WITHDRAWN";2004-11-29;"";"";"";"";"";"";""
